therapeutic,search_term,score,match_reason,source,id,pmid,doi,title,abstract,journal,year,month,first_publication_date,citedByCount,pub_types,is_open_access,pubmed_url,europe_pmc_url
nivolumab,nivolumab,7.54,alias_in_title;alias_in_abstract;term_hits=6;recency=1.000;citedByCount=1;clinical_pubtype;clinical_hits=6;biophysical_hits=1,MED,41720427,41720427,10.1016/j.annonc.2026.02.011,"Cabozantinib plus nivolumab and ipilimumab in previously untreated, advanced renal cell carcinoma: final results and biomarker analyses from the phase III COSMIC-313 study.","<h4>Background</h4>Primary results from COSMIC-313 demonstrated significantly longer progression-free survival (PFS) with first-line cabozantinib plus nivolumab and ipilimumab versus placebo plus nivolumab and ipilimumab in patients with advanced renal cell carcinoma. Final efficacy and safety results, as well as data from exploratory biomarker analyses, are reported here.<h4>Patients and methods</h4>The design, participants, and primary-endpoint PFS outcomes have been reported previously for this phase III, double-blind, randomized (1 : 1) study of cabozantinib or placebo plus nivolumab and ipilimumab in adults with previously untreated, advanced clear cell renal cell carcinoma. The secondary endpoint was overall survival (OS) in the intention-to-treat population. Exploratory biomarker analyses investigated the potential association between immune cell types and gene signatures with clinical outcomes.<h4>Results</h4>After a median follow-up of 45.0 months, the updated median PFS in the cabozantinib (triplet) arm was longer than in the placebo (doublet) arm (16.6 versus 11.2 months; hazard ratio 0.82, 95% confidence interval 0.69-0.98). There was no significant difference in median OS (hazard ratio 1.02, 95% confidence interval 0.85-1.23, P = 0.84), and the safety profile was consistent with the earlier analysis (grade 3/4 treatment-related adverse events occurred in 75% and 43% of patients in the triplet and doublet arms, respectively). In patients with higher levels of M2-like macrophages, the triplet regimen was associated with significantly improved PFS and OS compared with the doublet regimen. Responders in the triplet arm exhibited elevated angiogenic signatures and reduced immune-related pathways, while responders in the doublet arm had robust immune activation.<h4>Conclusions</h4>Long-term results from COSMIC-313 continue to demonstrate a PFS benefit with the addition of cabozantinib to nivolumab and ipilimumab. There was no OS benefit and no new safety signals were observed. Exploratory biomarker analyses suggest adding cabozantinib to nivolumab and ipilimumab improves survival in patients with high levels of M2-like macrophages.",,2026,2,2026-02-18,1,"Clinical Trial, Phase III, Randomized Controlled Trial, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/41720427/,https://europepmc.org/article/MED/41720427
nivolumab,nivolumab,7.3,alias_in_title;alias_in_abstract;term_hits=4;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=5,MED,42107346,42107346,10.1016/j.ejca.2026.116775,Randomized non-comparative phase II trial of nivolumab plus paclitaxel in subjects with recurrent/metastatic head and neck squamous cell carcinoma unable for cisplatin-based chemotherapy. NIVOTAX TTCC study.,"<h4>Background</h4>Patients with recurrent or metastatic head and neck squamous cell carcinoma (R/M HNSCC) who are ineligible for cisplatin have limited treatment options, and the role of chemoimmunotherapy in this population remains unexplored.<h4>Methods</h4>NIVOTAX was a randomized, non-comparative, multicenter, phase II trial evaluating paclitaxel plus nivolumab (nivotax) in previously untreated, platinum-ineligible R/M HNSCC (platinum-refractory, unfit, or cumulative dose ≥225 mg/m²). Patients were randomized 2:1 to weekly paclitaxel (80 mg/m²) plus biweekly nivolumab (240 mg) or weekly cetuximab (250 mg/m²) for 12 weeks, followed by maintenance nivolumab q4 weeks or weekly cetuximab for up to 24 months. The primary endpoint was 2-year overall survival (2yOS). Key secondary endpoints were median OS; progression-free survival (PFS), overall response rate (ORR) and safety.<h4>Results</h4>141 patients were randomized (nivotax, n = 93; Erbitax, n = 48). Baseline characteristics were balanced. After a median follow-up of 12.1 months (33.1 months for alive patients), 2yOS was 24.7% (95% CI 15.9-33.5) with nivotax and 13.4% (95% CI 3.6-23.2) with Erbitax. Median OS, PFS and ORR were similar in both arms. No differences were observed by age, PD-L1 CPS and Karnofsky Performance Scale. Grade > 3 treatment-related adverse events (AEs) occurred in 38% and 43% of patients, respectively. Higher mortality was observed in the nivotax arm (18% vs 8.3%) due to higher occurrence of respiratory AEs deemed treatment unrelated by investigators.<h4>Conclusions</h4>The primary endpoint of 2yOS was met. However, respiratory AEs and associated mortality emerged as a safety concern in the nivotax arm, limiting further evaluation of this regimen.",,2026,5,2026-05-06,0,"Clinical Trial, Phase II, Multicenter Study, Randomized Controlled Trial, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/42107346/,https://europepmc.org/article/MED/42107346
nivolumab,nivolumab,7.3,alias_in_title;alias_in_abstract;term_hits=10;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=5,MED,41774886,41774886,10.1200/jco-25-01657,Nivolumab ± Ipilimumab in Patients With Pretreated Advanced Neuroendocrine Carcinoma: The GCO-001 NIPINEC Randomized Phase II Trial.,"<h4>Purpose</h4>There is no standard second-line therapy for gastroenteropancreatic (GEP) and lung large-cell neuroendocrine carcinoma (NEC) after the failure of platinum-based chemotherapy. This study aimed to investigate the efficacy of nivolumab ± ipilimumab.<h4>Methods</h4>The GCO-001-NIPINEC (ClinicalTrials.gov identifier: NCT03591731) trial was a noncomparative, open-label, phase II trial. The main inclusion criteria were age ≥18 years, performance status (PS) ≤2, advanced large- and small-cell GEP-NEC and large-cell lung NEC, and second- or third-line treatment for NECs refractory to platinum-based chemotherapy. Patients were randomly assigned (1:1) and stratified by age and PS to receive nivolumab (3 mg/kg/once every 2 weeks) ± ipilimumab (1 mg/kg/once every 6 weeks) for 2 years or until progression or unacceptable toxicity. The primary end point was objective response rate (ORR) at 8 weeks, assessed by investigators.<h4>Results</h4>A total of 185 patients (91 in the nivolumab arm and 94 in the nivolumab-ipilimumab arm) were enrolled between December 2018 and March 2021; 169 were analyzed (median age of 64.5 years, 71% male, 91% PS 0-1). The main primary tumor locations were lungs (50%), colorectal (15%), gastroesophageal (14%), and pancreatic (13%) regions. The ORR at 8 weeks was 7.2% (95% CI, 2.7 to 15.1]) in the nivolumab arm and 14.0% (95% CI, 7.4 to 23.1) in the nivolumab-ipilimumab arm. The best ORR was 9.6% and 20.9%, respectively, whereas the median progression-free and overall survival were approximately 2 months and 6 months in both arms. One treatment-related death occurred, in the nivolumab arm. The grade 3-4 adverse events (≥5%) were asthenia (13%), gamma-glutamyl transferase increase (10%), alkaline phosphatase increase (9%), dyspnea (7%), and anemia (6%) in the nivolumab-ipilimumab arm.<h4>Conclusion</h4>Nivolumab-ipilimumab could be a second-/third-line treatment option for patients with NECs. However, given the limited magnitude of benefit, studies are warranted to evaluate its use earlier and/or associated with chemotherapy.",,2026,3,2026-03-03,0,"Clinical Trial, Phase II, Multicenter Study, Randomized Controlled Trial, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/41774886/,https://europepmc.org/article/MED/41774886
nivolumab,nivolumab,7.3,alias_in_title;alias_in_abstract;term_hits=9;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=5,MED,41747587,41747587,10.1016/j.esmoop.2026.106089,Nivolumab plus gemcitabine-cisplatin for unresectable or metastatic urothelial carcinoma: health-related quality-of-life analyses from the phase III CheckMate 901 trial.,"<h4>Background</h4>In the phase III CheckMate 901 trial, nivolumab plus standard-of-care gemcitabine-cisplatin chemotherapy followed by nivolumab monotherapy significantly prolonged overall survival and progression-free survival versus gemcitabine-cisplatin alone in cisplatin-eligible patients with unresectable or metastatic urothelial carcinoma (UC). Here, using patient-reported outcome (PRO) data from CheckMate 901, we report effects of adding nivolumab to gemcitabine-cisplatin on health-related quality of life (HRQoL).<h4>Patients and methods</h4>PRO assessments [European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire-Core 30 (EORTC QLQ-C30) and EuroQol 5-Dimension 5-Level (EQ-5D-5L)] were scheduled for both arms through the first 6 months of treatment (combination phase), and for the nivolumab plus gemcitabine-cisplatin arm thereafter (monotherapy phase). The prespecified primary PRO scale of interest was QLQ-C30 global health status/quality of life (QoL). Secondary scales of interest included QLQ-C30 physical functioning, role functioning, and fatigue, and the EQ-5D-5L visual analog scale. Noninferiority analysis involved a mixed-effect model for repeated measures to estimate differences in least-squares mean changes from baseline to week 16. The proportions of patients with meaningful changes were calculated using prespecified thresholds.<h4>Results</h4>In total, 524 patients were analyzed (nivolumab plus gemcitabine-cisplatin, n = 276; gemcitabine-cisplatin alone, n = 248). Overall least-squares mean changes through week 16 indicated the noninferiority of nivolumab plus gemcitabine-cisplatin versus gemcitabine-cisplatin alone for global health status/QoL and all secondary scales. At week 16, the proportions of patients with meaningful changes in global health status/QoL (improvement, 29.2% versus 23.0%; deterioration, 28.3% versus 30.4%) and all secondary PRO scales were similar in both arms.<h4>Conclusions</h4>Adding nivolumab to gemcitabine-cisplatin did not worsen HRQoL compared with gemcitabine-cisplatin alone in the first 16 weeks of therapy. These findings support nivolumab plus gemcitabine-cisplatin as standard first-line therapy for cisplatin-eligible patients with unresectable or metastatic UC.",,2026,2,2026-02-26,0,"Clinical Trial, Phase III, research-article, Randomized Controlled Trial, Journal Article",Y,https://pubmed.ncbi.nlm.nih.gov/41747587/,https://europepmc.org/article/MED/41747587
nivolumab,nivolumab,7.3,alias_in_title;alias_in_abstract;term_hits=13;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=5,MED,42386345,42386345,10.1136/jitc-2026-015501,Long-term follow-up from the OMNIVORE trial: response-adaptive nivolumab and ipilimumab in advanced renal cell carcinoma.,"<h4>Background</h4>Immune checkpoint inhibitor-based combinations represent the standard of care for advanced renal cell carcinoma. The OMNIVORE trial investigated a response-adaptive strategy, including treatment discontinuation in early nivolumab responders (Arm A) and salvage ipilimumab addition in non-responders (Arm B). Here we report outcomes with extended follow-up.<h4>Methods</h4>OMNIVORE was a phase II response-adaptive trial in which patients received induction nivolumab monotherapy. Patients achieving a confirmed complete or partial response discontinued nivolumab and entered observation (Arm A), while patients with stable disease or progressive disease received two doses of ipilimumab added to ongoing nivolumab (Arm B). This analysis characterizes long-term overall survival across the full study cohort and durability of response among patients who discontinued nivolumab following an early objective response.<h4>Results</h4>Of 83 patients who initiated treatment, 12 (14%) were allocated to Arm A and 57 (69%) to Arm B, with a median follow-up among living patients of 59.4 months (range 29.1-85.4 months) in Arm A and 31.4 months (range 4.6-62.6 months) in Arm B. The 3-year overall survival rate from nivolumab initiation was 64% (95% CI 51% to 74%) in the overall cohort, 83% (95% CI 48% to 96%) in Arm A, and 63% (95% CI 47% to 76%) in Arm B. Of the 12 Arm A patients, 6 (50%) remained off nivolumab at 1 year following treatment discontinuation, of whom 5 maintained responses beyond 43 months off therapy, with all remaining alive at last known follow-up, with overall survival ranging from 48.8 to 85.4 months from nivolumab initiation. Of the six patients who resumed treatment, only one achieved a durable complete response remaining on treatment at 83.2 months from nivolumab initiation. All 57 Arm B patients discontinued treatment with a median treatment duration of 3.7 months (range 1-24.8 months) and a median progression-free survival from nivolumab plus ipilimumab initiation of 4.6 months (95% CI 2.7 to 6.5 months).<h4>Conclusions</h4>With extended follow-up, a meaningful subset of patients achieving an early objective response to nivolumab maintained prolonged treatment-free survival following a short course of treatment. Salvage ipilimumab in nivolumab non-responders demonstrated limited benefit, reinforcing that upfront concurrent dual checkpoint blockade remains the preferred approach.<h4>Trial registration number</h4>NCT03203473.",,2026,7,2026-07-01,0,"Clinical Trial, Phase II, Adaptive Clinical Trial, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/42386345/,https://europepmc.org/article/MED/42386345
pembrolizumab,pembrolizumab,7.56,alias_in_title;alias_in_abstract;term_hits=7;recency=1.000;citedByCount=1;clinical_pubtype;clinical_hits=4;preclinical_hits=3,MED,42140743,42140743,10.1136/jitc-2025-014702,"Phase I trial of CJRB-101 plus pembrolizumab in patients with metastatic non-small cell lung cancer, head and neck squamous cell carcinoma and melanoma.","<h4>Background</h4>Dysbiosis of gut microbiome leads to resistance to immunotherapy in various advanced solid tumors. CJRB-101 is a live biotherapeutic product consisting of a novel strain belonging to the species <i>Leuconostoc mesenteroides</i>. To modulate the tumor microenvironment, CJRB-101 was combined with pembrolizumab.<h4>Methods</h4>Preclinical efficacy and mechanistic studies were performed using humanized non-small cell lung cancer (NSCLC) patient-derived xenograft (PDX) models. This is a multicenter, first-in-human, two-part, phase I, open-label study of CJRB-101 (1×10<sup>11</sup> or 4×10<sup>11</sup> colony forming unit (CFU)/day) plus pembrolizumab (200 mg every three weeks (Q3W)) in advanced NSCLC, melanoma, and head and neck squamous cell carcinoma in both immune checkpoint inhibitor (ICI)-naive and ICI-refractory settings. The primary endpoint was to assess the dose-limiting toxicities (DLTs), adverse events, and preliminary activity of the combination treatment. Exploratory endpoints included stool metagenomics analysis and pharmacodynamics parameters.<h4>Results</h4>In four PDX models, CJRB-101 with pembrolizumab demonstrated enhanced antitumor efficacy, showing a tumor growth inhibition (TGI) of 77.3% in the CJRB-101 monotherapy group and 61.9% in the combination group, which was significantly improved compared with pembrolizumab alone. A distinct M2-to-M1 repolarization was observed and validated in vitro. Notably, increased activation of cytotoxic T cells was observed, suggesting an immune-mediated antitumor mechanism of CJRB-101. A total of 42 patients were enrolled in the low-dose cohort (one capsule once a day; n=6) and high-dose cohort (two capsules two times a day, n=36). Metastatic NSCLC accounted for 86% (n=36) and 67% (n=28) of the patients were refractory to ICIs. None of the patients experienced DLT. In ICI-naïve NSCLC (n=12) with programmed death-ligand 1 (PD-L1) >50%, the overall response rate (ORR) and disease control rate (DCR) were 58% and 75%, respectively. The ORR was 5% and DCR was 41% in the ICI-refractory NSCLC (n=22) with an ORR of 5% and DCR of 41%. After a median follow-up of 15.6 months and 8.9 months for ICI-naïve and ICI-refractory NSCLC, the median progression-free survival was 9 months (95% CI 5.6 to not reached) and 1.8 months (95% CI 1.6 to 4.3), respectively. CJRB-101 plus pembrolizumab was well-tolerated, and none of the patients experienced grade <u>></u>3 treatment-related adverse events.<h4>Conclusions</h4>Early clinical data show encouraging antitumor response of CJRB-101 plus pembrolizumab in ICI-naïve metastatic NSCLC with PD-L1 <u>></u>50%.<h4>Trial registration number</h4>NCT05877430.",,2026,5,2026-05-15,1,"research-article, Multicenter Study, Clinical Trial, Phase I, Journal Article",Y,https://pubmed.ncbi.nlm.nih.gov/42140743/,https://europepmc.org/article/MED/42140743
pembrolizumab,pembrolizumab,7.38,alias_in_title;alias_in_abstract;term_hits=7;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=5;biophysical_hits=1,MED,42025759,42025759,10.1016/j.annonc.2026.04.010,IO102-IO103 immune-modulatory cancer vaccine and pembrolizumab in melanoma.,"<h4>Background</h4>IO102-IO103, an investigational, immune-modulatory cancer vaccine, targets both tumor cells and immune-suppressive cells within the tumor microenvironment through activation and expansion of T cells against indoleamine 2,3-dioxygenase 1-positive and/or programmed death ligand 1 (PD-L1)-positive cells.<h4>Patients and methods</h4>This open-label, phase III trial randomly assigned 407 patients with untreated advanced melanoma in a 1:1 ratio to receive subcutaneous IO102-IO103 (85 μg each) plus pembrolizumab 200 mg intravenously every 3 weeks or pembrolizumab alone for up to 2 years. The primary endpoint was progression-free survival (PFS) by blinded independent central review per RECIST v1.1.<h4>Results</h4>The median PFS was 19.4 months [95% confidence interval (CI) 9.7 to not reached] for IO102-IO103 plus pembrolizumab versus 11.0 months (95% CI 6.0-14.8) for pembrolizumab [hazard ratio (HR) (95% CI) 0.77 (0.58-1.00), P = 0.0558]; the statistical significance threshold (P ≤ 0.045) was missed. A longer PFS was observed in the combination arm across most subgroups, notably in patients with PD-L1-negative tumors [median PFS 16.6 versus 3.0 months (HR 0.54, 95% CI 0.35-0.85)], anti-PD-1 naïve patients [24.8 versus 11.0 months (HR 0.74, 95% CI 0.56-0.98)], proto-oncogene B-Raf (BRAF)-mutated tumors, or elevated lactate dehydrogenase. There was no increase in the frequency of treatment-related adverse events grade ≥3 (14.5% versus 15.6%) or of serious adverse events (32.0% versus 32.3%) in the vaccine arm. Local vaccine-related injection site reactions were reported in 56.0% of patients and were mostly grade 1/2.<h4>Conclusions</h4>IO102-IO103 plus pembrolizumab prolonged PFS compared with pembrolizumab alone in patients with advanced melanoma in the first-line setting; however, statistical significance was missed for the primary endpoint. The combination was well tolerated with no added significant systemic toxicity. These data show the potential benefit of this combination in untreated advanced melanoma.",,2026,4,2026-04-21,0,"Clinical Trial, Phase III, Multicenter Study, Randomized Controlled Trial, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/42025759/,https://europepmc.org/article/MED/42025759
pembrolizumab,pembrolizumab,7.38,alias_in_title;alias_in_abstract;term_hits=9;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=7;biophysical_hits=1,MED,41427951,41427951,10.1158/1078-0432.ccr-25-1197,INDUCE-3: A Randomized Phase II/III Study of First-line Feladilimab plus Pembrolizumab in Patients with Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma.,"<h4>Purpose</h4>Feladilimab, an inducible T-cell costimulatory receptor agonist, demonstrated clinical activity in combination with pembrolizumab in a phase I head and neck squamous cell carcinoma (HNSCC) expansion cohort, prompting further evaluation in patients in this setting.<h4>Patients and methods</h4>INDUCE-3 (NCT04128696) was a randomized, double-blind, phase II/III study in patients with first-line PD-L1-positive recurrent and/or metastatic HNSCC. A 2-in-1 adaptive design was implemented, with an option to expand the phase II study into a phase III confirmatory study. Patients were randomized 1:1 to receive feladilimab plus pembrolizumab or placebo plus pembrolizumab, with up to 35 cycles of treatment for approximately 2 years. Primary endpoints were overall survival (OS) and investigator-assessed progression-free survival (PFS).<h4>Results</h4>The study enrolled 315 patients. Following the review of unblinded interim data in 140 patients, an Independent Data Monitoring Committee recommended stopping patient accrual based on prespecified criteria. Existing patients discontinued feladilimab or placebo. Pembrolizumab treatment continued until prespecified stopping criteria were met. This study demonstrated no evidence of an effect in favor of feladilimab plus pembrolizumab, with an adjusted HR of 1.51 for OS and 1.40 for PFS (median OS: 44.1 weeks [95% confidence interval (CI), 35.9-not applicable]; median PFS: 10.1 weeks [95% CI, 9.1-15]) versus placebo plus pembrolizumab [median OS: not reached; median PFS: 16 weeks (95% CI, 14.3-26.1)]. The incidence of treatment-related adverse events was higher in the placebo group.<h4>Conclusions</h4>This analysis does not support the combination of feladilimab plus pembrolizumab due to a lack of superiority over placebo plus pembrolizumab.",,2026,3,2026-03-01,0,"Clinical Trial, Phase III, Clinical Trial, Phase II, research-article, Multicenter Study, Randomized Controlled Trial, Journal Article",Y,https://pubmed.ncbi.nlm.nih.gov/41427951/,https://europepmc.org/article/MED/41427951
pembrolizumab,pembrolizumab,7.26,alias_in_title;alias_in_abstract;term_hits=8;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=4;biophysical_hits=1,MED,41980235,41980235,10.1200/jco-25-02169,Efficacy of Perioperative Pembrolizumab in Mismatch Repair Deficient/Microsatellite Unstable Localized Colorectal Cancers: Results of the Phase II Trial IMHOTEP.,"<h4>Purpose</h4>Mismatch repair deficiency (dMMR) or microsatellite instability (MSI) represents a distinct phenotype among solid tumors resulting in the generation of highly immunogenic neoantigens. Pembrolizumab has been approved in first-line unresectable or metastatic dMMR/MSI colorectal cancers (CRC). We aimed to assess efficacy and tolerance of perioperative pembrolizumab in dMMR/MSI CRC.<h4>Patients and methods</h4>The prospective multicenter phase II trial IMHOTEP enrolled patients with localized resectable dMMR/MSI CRC to receive one or two cycles of IV pembrolizumab 400 mg once every 6 weeks before surgery and 1-year total duration thereafter. The primary end point was pathologic complete response (pCR) rate (ypT0N0). Secondary objectives included safety, event-free survival, and overall survival.<h4>Results</h4>IMHOTEP enrolled 81 patients with dMMR/MSI CRC who received at least one cycle of pembrolizumab from November 26, 2021, to February 22, 2023: median age was 66 (21-89) years, 46 (52%) were women, and 63 (71%) had clinical stage III disease at baseline. Out of the 72 patients included in the efficacy population, 38 patients (52.7% [95% CI, 41.4 to 63.9]) achieved a pCR. The exploratory post hoc analysis showed a pCR rate increased from 46% (23/50) after one cycle to 68.2% (15/22) after two cycles of neoadjuvant pembrolizumab (<i>P</i> = .0125). With a median follow-up of 24.5 (95% CI, 23.3 to 25.6) months, three disease recurrences occurred. Grade ≥3 immune-related toxicities were reported in 14 (15.7%) patients including one grade 5 (myasthenia).<h4>Conclusion</h4>The IMHOTEP trial showed promising results, with pCR achieved after one or two cycles of neoadjuvant pembrolizumab in 53% of patients with dMMR/MSI CRC. To our knowledge, this prospective study is the first to demonstrate the feasibility and the safety of perioperative pembrolizumab.",,2026,4,2026-04-14,0,"Clinical Trial, Phase II, Research Support, Non-U.S. Gov't, Multicenter Study, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/41980235/,https://europepmc.org/article/MED/41980235
pembrolizumab,pembrolizumab,7.26,alias_in_title;alias_in_abstract;term_hits=6;recency=1.000;citedByCount=0;clinical_pubtype;clinical_hits=4;biophysical_hits=1,MED,41935492,41935492,10.1016/j.ejca.2026.116709,A non-randomized phase 2 trial of pembrolizumab in untreated patients with carcinoma of unknown primary site.,"<h4>Background</h4>Carcinoma of unknown primary (CUP) is a heterogeneous group of cancers with no identifiable primary lesion, but metastatic epithelial disease. The diagnosis portends a poor prognosis with limited systemic therapy options. Researchers hypothesize that these primary lesions are occult, in part, due to anti-cancer immune surveillance.<h4>Methods</h4>This was a non-randomized, multi-center phase 2 trial of pembrolizumab administered at 200 mg intravenously every 3-weeks in patients with untreated CUP. The primary endpoint was measuring safety and objective response rate (ORR). Secondary objectives included progression free survival (PFS) and overall survival (OS).<h4>Results</h4>In total 33 patients were enrolled and 27 were evaluable. The median age was 64 (range 21-80), the majority were male (57.6%) and ECOG 1 (84.8%). There were no new signals of toxicity. The ORR was 11.1% (95% CI 2.35-29.16%) and disease control rate was 51.9% as per RECIST criteria. The median PFS and OS were 2.98 (95% CI 2.07-4.63) and 9.49 (95% CI 3.84-14.72) months respectively. The one patient who developed a complete response had mismatch repair (MMR) deficiency and has completed 2 years of therapy. Of the 2 patients with a partial response, one had an MMR proficient tumour, while the remaining 1 had unknown MMR status. Higher PD-L1 score was associated with response to pembrolizumab.<h4>Conclusions</h4>This is the first study investigating the safety and efficacy of pembrolizumab in untreated CUP patients. Some responses were observed, but this primary endpoint was not met. We recommend screening all CUP patients for MMR/microsatellite instability (MSI). Future studies should evaluate combination therapies with pembrolizumab.<h4>Trials registration</h4>Pembrolizumab in Patients with Poor-Prognosis Carcinoma of Unknown Primary Site (CUP); ClinicalTrials.gov Identifier: NCT03391973; https://clinicaltrials.gov/study/NCT03391973?cond=CUP&term=Monzon&rank= 1.",,2026,3,2026-03-31,0,"Clinical Trial, Phase II, Multicenter Study, Journal Article",N,https://pubmed.ncbi.nlm.nih.gov/41935492/,https://europepmc.org/article/MED/41935492
rituximab,MabThera,7.841,alias_in_title;alias_in_abstract;term_hits=2;recency=0.741;citedByCount=34;clinical_pubtype;clinical_hits=5;biophysical_hits=2;preclinical_hits=2,MED,31820339,31820339,10.1007/s40259-019-00398-7,"A Randomized, Double-Blind, Efficacy and Safety Study of PF-05280586 (a Rituximab Biosimilar) Compared with Rituximab Reference Product (MabThera&lt;sup&gt;®&lt;/sup&gt;) in Subjects with Previously Untreated CD20-Positive, Low-Tumor-Burden Follicular Lymphoma (LTB-FL).","<h4>Background</h4>Biosimilars are highly similar to the licensed biologic (""reference product""), with no clinically meaningful differences in safety, purity, or potency between the two products.<h4>Objective</h4>This comparative 52-week clinical study evaluated the efficacy, safety, immunogenicity, pharmacokinetics (PK), and pharmacodynamics (PD) of PF-05280586 (Ruxience™ [a rituximab biosimilar]) versus rituximab reference product sourced from the EU (MabThera<sup>®</sup>; rituximab-EU).<h4>Patients and methods</h4>Subjects with CD20-positive, low-tumor-burden follicular lymphoma (LTB-FL) and an Eastern Cooperative Oncology Group performance status 0-1 were randomized (1:1) to PF-05280586 or rituximab-EU (375 mg/m<sup>2</sup> intravenously [once weekly for 4 weeks at days 1, 8, 15, and 22]), stratified using the Follicular Lymphoma International Prognostic Index 2 classification. The primary endpoint was overall response rate (ORR) at week 26 (percentage of subjects achieving complete response [CR] or partial response [PR]). Therapeutic equivalence was concluded if the two-sided 95% confidence interval (CI) for the difference in ORR between groups was within the prespecified margin (± 16%). Secondary endpoints included progression-free survival (PFS), CR rate, safety, immunogenicity, PK, and PD.<h4>Results</h4>A total of 394 subjects were randomized: PF-05280586 (n = 196) or rituximab-EU (n = 198). ORR at week 26 was 75.5% (PF-05280586) versus 70.7% (rituximab-EU), for a difference of 4.66%; 95% CI (- 4.16 to 13.47), which was entirely within the prespecified equivalence margin. Rates of CR were 29.3% (PF-05280586) versus 31.0% (rituximab-EU). Estimated 1-year PFS rates were 78.2% (95% CI 70.2-84.2) and 83.0% (95% CI 75.0-88.6) for PF-05280586 and rituximab-EU, respectively. Safety, immunogenicity, and mean serum concentrations were similar between groups.<h4>Conclusions</h4>The efficacy, safety, immunogenicity, PK, and PD of PF-05280586 and rituximab-EU were similar up to week 52 in subjects with previously untreated CD20-positive LTB-FL.<h4>Clinical trial registration</h4>ClinicalTrials.gov, NCT02213263 and EudraCT (2014-000132-41).",,2020,4,2020-04-01,34,"research-article, Randomized Controlled Trial, Journal Article",Y,https://pubmed.ncbi.nlm.nih.gov/31820339/,https://europepmc.org/article/MED/31820339
rituximab,MabThera,7.556,alias_in_title;alias_in_abstract;term_hits=2;recency=0.705;citedByCount=22;clinical_pubtype;clinical_hits=4;biophysical_hits=2;preclinical_hits=2,MED,31809224,31809224,10.1200/jgo.19.00248,"Randomized, Double-Blind, Pharmacokinetic Equivalence Trial Comparing DRL-Rituximab With MabThera in Patients With Diffuse Large B-Cell Lymphoma.","<h4>Purpose</h4>We sought to compare the pharmacokinetics (PKs) of DRL-rituximab (DRL_RI; potential biosimilar) and innovator rituximab MabThera (Roche, Grenzach-Wyhlen, Germany; reference medicinal product [RMP]) in patients with diffuse large B-cell lymphoma (DLBCL). Efficacy, pharmacodynamics (PDs), safety, and immunogenicity were also compared.<h4>Patients and methods</h4>We conducted a double-blind, parallel-group study in patients with untreated DLBCL who were eligible to receive cyclophosphamide, doxorubicin, vincristine, and prednisone (CHOP) therapy. Patients were randomly assigned at a one-to-one ratio to receive DRL_RI or RMP for six 21-day cycles of rituximab plus CHOP, with 18 months of follow-up after day 1, cycle 6 (C6). Primary end point was C1 PKs, measured as area under the plasma concentration-time curve from day 0 to 21 (AUC<sub>0-21 days</sub>) and maximum plasma concentration (C<sub>max</sub>). Equivalence was defined as 90% CIs for the DRL_RI/RMP geometric mean ratios (GMRs) within 80% and 125%. Secondary end points included efficacy noninferiority measured by objective response rate (ORR) at C6 and event-free survival and overall survival at 87 weeks, PK equivalence at C6 and PD equivalence (rate of B-cell depletion and repletion), safety, and immunogenicity. The trial was stopped after sufficient patients for primary end point evaluation were enrolled. Secondary end points are reported as observed.<h4>Results</h4>A total of 151 patients were randomly assigned (DRL_RI, n = 76; RMP, n = 75). DRL_RI/RMP GMRs for AUC<sub>0-21 days</sub> and C<sub>max</sub> in C1 were 99.77 (90% CI, 87.60 to 113.63) and 96.19 (90% CI, 88.65 to 104.38), respectively. ORR at C6 for DRL_RI and RMP were 82.0% and 84.8%, respectively. Rates of B-cell depletion/repletion, immunogenicity, and adverse events were comparable in both groups.<h4>Conclusion</h4>DRL_RI and RMP had equivalent PKs, with comparable efficacy, PDs, safety, and immunogenicity.",,2019,11,2019-11-01,22,"Equivalence Trial, Research Support, Non-U.S. Gov't, research-article, Randomized Controlled Trial, Journal Article",Y,https://pubmed.ncbi.nlm.nih.gov/31809224/,https://europepmc.org/article/MED/31809224
